Time;Symbol;Action;Exit_Price;Entry;SL;TP;ATR;ATR_rel;EMA_diff;RSI14;Ret_5;Range_Ratio;Pct_from_30h;Pct_from_30l;Breakout_level_atr_multiplier;SL_ATR_Mult;TP_ATR_Mult;Use_BE;Risk_Reward_Ratio;ATR_Percentage;Entry_ATR_Ratio;RSI_Normalized;Distance_to_SL_ATR;Distance_to_TP_ATR;High_Volatility;Day_of_Week;Month;Action_Encoded;Symbol_Encoded;H1_Open_1;H1_High_1;H1_Low_1;H1_Close_1;H1_Bullish_1;H1_Body_1;H1_Range_1;H1_UWick_1;H1_LWick_1;H1_Open_2;H1_High_2;H1_Low_2;H1_Close_2;H1_Bullish_2;H1_Body_2;H1_Range_2;H1_UWick_2;H1_LWick_2;H1_Open_3;H1_High_3;H1_Low_3;H1_Close_3;H1_Bullish_3;H1_Body_3;H1_Range_3;H1_UWick_3;H1_LWick_3;H1_Open_4;H1_High_4;H1_Low_4;H1_Close_4;H1_Bullish_4;H1_Body_4;H1_Range_4;H1_UWick_4;H1_LWick_4;H1_Open_5;H1_High_5;H1_Low_5;H1_Close_5;H1_Bullish_5;H1_Body_5;H1_Range_5;H1_UWick_5;H1_LWick_5;H1_Open_6;H1_High_6;H1_Low_6;H1_Close_6;H1_Bullish_6;H1_Body_6;H1_Range_6;H1_UWick_6;H1_LWick_6;H1_Open_7;H1_High_7;H1_Low_7;H1_Close_7;H1_Bullish_7;H1_Body_7;H1_Range_7;H1_UWick_7;H1_LWick_7;Consecutive_Bullish;Consecutive_Bearish;Avg_Body_Size;Avg_Range;Trend_Score;Momentum_Strength;Win;Profitable;Final_PnL;Outcome_Category
2021.03.16;XAUUSDm;BUY;1735.997;1734.527;1734.281;1735.983;24.31207;0.01401654;-0.02228128;45.03;0.004538;0.530930;0.069628;0.033381;0.00;0.01;0.06;false;5.918699;1.401654;71.344270;0.4503;0.010118;0.059888;1;2;3;1;0;1725.330;1734.524;1721.616;1730.698;1;5.368;12.908;3.826;3.714;1728.251;1728.348;1724.244;1725.335;0;2.916;4.104;0.097;1.091;1722.676;1729.171;1699.094;1726.749;1;4.073;30.077;2.422;23.582;1726.699;1739.804;1719.025;1722.645;0;4.054;20.779;13.105;3.620;1715.864;1727.104;1708.131;1726.691;1;10.827;18.973;0.413;7.733;1684.620;1720.566;1680.179;1715.881;1;31.261;40.387;4.685;4.441;1707.706;1714.253;1676.627;1684.653;0;23.053;37.626;6.547;8.026;1;0;11.650;23.551;1;0.494692;1;1;5.87;Win
2021.03.17;XAUUSDm;SELL;1726.195;1725.956;1726.192;1724.615;22.53007;0.01305369;-0.02190569;42.34;0.001921;0.670659;0.074941;0.028580;0.00;0.01;0.06;false;5.682203;1.305369;76.606770;0.4234;0.010475;0.059520;1;3;3;0;0;1730.665;1741.077;1725.967;1731.595;1;0.930;15.110;9.482;4.698;1725.330;1734.524;1721.616;1730.698;1;5.368;12.908;3.826;3.714;1728.251;1728.348;1724.244;1725.335;0;2.916;4.104;0.097;1.091;1722.676;1729.171;1699.094;1726.749;1;4.073;30.077;2.422;23.582;1726.699;1739.804;1719.025;1722.645;0;4.054;20.779;13.105;3.620;1715.864;1727.104;1708.131;1726.691;1;10.827;18.973;0.413;7.733;1684.620;1720.566;1680.179;1715.881;1;31.261;40.387;4.685;4.441;2;0;8.490;20.334;3;0.417520;0;0;-0.96;Loss
2021.03.18;XAUUSDm;BUY;1752.883;1751.554;1751.328;1752.876;22.12214;0.01263001;-0.01997246;50.87;0.014365;1.251823;0.054755;0.042777;0.00;0.01;0.06;false;5.849558;1.263001;79.176507;0.5087;0.010216;0.059759;1;4;3;1;0;1731.546;1751.549;1723.856;1748.464;1;16.918;27.693;3.085;7.690;1730.665;1741.077;1725.967;1731.595;1;0.930;15.110;9.482;4.698;1725.330;1734.524;1721.616;1730.698;1;5.368;12.908;3.826;3.714;1728.251;1728.348;1724.244;1725.335;0;2.916;4.104;0.097;1.091;1722.676;1729.171;1699.094;1726.749;1;4.073;30.077;2.422;23.582;1726.699;1739.804;1719.025;1722.645;0;4.054;20.779;13.105;3.620;1715.864;1727.104;1708.131;1726.691;1;10.827;18.973;0.413;7.733;3;0;6.441;18.521;3;0.347768;1;1;5.31;Win
2021.03.22;XAUUSDm;SELL;1736.753;1737.974;1738.183;1736.771;20.17493;0.01160832;-0.01810444;46.89;0.003683;0.313954;0.051183;0.035297;0.00;0.01;0.06;false;5.755981;1.160832;86.145237;0.4689;0.010359;0.059628;1;1;3;0;0;1743.714;1744.315;1737.981;1738.234;0;5.480;6.334;0.601;0.253;1735.188;1746.644;1728.484;1745.127;1;9.939;18.160;1.517;6.704;1748.430;1755.478;1719.080;1735.193;0;13.237;36.398;7.048;16.113;1731.546;1751.549;1723.856;1748.464;1;16.918;27.693;3.085;7.690;1730.665;1741.077;1725.967;1731.595;1;0.930;15.110;9.482;4.698;1725.330;1734.524;1721.616;1730.698;1;5.368;12.908;3.826;3.714;1728.251;1728.348;1724.244;1725.335;0;2.916;4.104;0.097;1.091;0;1;7.827;17.244;1;0.453892;1;1;4.88;Win
2021.03.23;XAUUSDm;SELL;1725.937;1727.157;1727.372;1725.946;20.37471;0.01179669;-0.01775281;43.47;-0.012187;0.779348;0.057456;0.029255;0.00;0.01;0.06;false;5.632558;1.179669;84.769630;0.4347;0.010552;0.059436;1;2;3;0;0;1738.225;1743.047;1727.168;1739.306;1;1.081;15.879;3.741;11.057;1743.714;1744.315;1737.981;1738.234;0;5.480;6.334;0.601;0.253;1735.188;1746.644;1728.484;1745.127;1;9.939;18.160;1.517;6.704;1748.430;1755.478;1719.080;1735.193;0;13.237;36.398;7.048;16.113;1731.546;1751.549;1723.856;1748.464;1;16.918;27.693;3.085;7.690;1730.665;1741.077;1725.967;1731.595;1;0.930;15.110;9.482;4.698;1725.330;1734.524;1721.616;1730.698;1;5.368;12.908;3.826;3.714;1;0;7.565;18.926;3;0.399700;1;1;4.87;Win
2021.03.24;XAUUSDm;SELL;1724.853;1724.664;1724.853;1723.525;18.96250;0.01099491;-0.01750099;42.70;-0.006069;0.941121;0.052905;0.027852;0.00;0.01;0.06;false;6.026455;1.099491;90.951299;0.4270;0.009967;0.060066;1;3;3;0;0;1739.300;1742.509;1724.663;1727.082;0;12.218;17.846;3.209;2.419;1738.225;1743.047;1727.168;1739.306;1;1.081;15.879;3.741;11.057;1743.714;1744.315;1737.981;1738.234;0;5.480;6.334;0.601;0.253;1735.188;1746.644;1728.484;1745.127;1;9.939;18.160;1.517;6.704;1748.430;1755.478;1719.080;1735.193;0;13.237;36.398;7.048;16.113;1731.546;1751.549;1723.856;1748.464;1;16.918;27.693;3.085;7.690;1730.665;1741.077;1725.967;1731.595;1;0.930;15.110;9.482;4.698;0;1;8.543;19.631;1;0.435184;0;0;-0.76;Loss
2021.03.25;XAUUSDm;BUY;1739.395;1738.373;1738.193;1739.391;17.12143;0.00984911;-0.01650271;47.85;-0.003870;0.853784;0.044601;0.035519;0.00;0.01;0.06;false;5.655556;0.984911;101.532007;0.4785;0.010513;0.059458;0;4;3;1;0;1727.097;1738.364;1723.746;1734.483;1;7.386;14.618;3.881;3.351;1739.300;1742.509;1724.663;1727.082;0;12.218;17.846;3.209;2.419;1738.225;1743.047;1727.168;1739.306;1;1.081;15.879;3.741;11.057;1743.714;1744.315;1737.981;1738.234;0;5.480;6.334;0.601;0.253;1735.188;1746.644;1728.484;1745.127;1;9.939;18.160;1.517;6.704;1748.430;1755.478;1719.080;1735.193;0;13.237;36.398;7.048;16.113;1731.546;1751.549;1723.856;1748.464;1;16.918;27.693;3.085;7.690;1;0;9.466;19.561;1;0.483897;1;1;4.08;Win
2021.03.26;XAUUSDm;SELL;1721.679;1721.492;1721.673;1720.450;17.47457;0.01015084;-0.01669739;42.13;-0.009633;1.367873;0.054846;0.026061;0.00;0.01;0.06;false;5.756906;1.015084;98.514118;0.4213;0.010358;0.059630;1;5;3;0;0;1734.492;1745.401;1721.498;1727.293;0;7.199;23.903;10.909;5.795;1727.097;1738.364;1723.746;1734.483;1;7.386;14.618;3.881;3.351;1739.300;1742.509;1724.663;1727.082;0;12.218;17.846;3.209;2.419;1738.225;1743.047;1727.168;1739.306;1;1.081;15.879;3.741;11.057;1743.714;1744.315;1737.981;1738.234;0;5.480;6.334;0.601;0.253;1735.188;1746.644;1728.484;1745.127;1;9.939;18.160;1.517;6.704;1748.430;1755.478;1719.080;1735.193;0;13.237;36.398;7.048;16.113;0;1;8.077;19.020;-1;0.424672;0;0;-0.76;Loss
2021.03.29;XAUUSDm;BUY;1732.388;1732.548;1732.398;1733.453;15.06807;0.00869706;-0.01538049;46.27;0.003165;0.128616;0.048113;0.032277;0.00;0.01;0.06;false;6.033333;0.869706;114.981403;0.4627;0.009955;0.060061;0;1;3;1;0;1731.377;1732.549;1730.611;1730.999;0;0.378;1.938;1.172;0.388;1727.316;1736.683;1721.448;1732.329;1;5.013;15.235;4.354;5.868;1734.492;1745.401;1721.498;1727.293;0;7.199;23.903;10.909;5.795;1727.097;1738.364;1723.746;1734.483;1;7.386;14.618;3.881;3.351;1739.300;1742.509;1724.663;1727.082;0;12.218;17.846;3.209;2.419;1738.225;1743.047;1727.168;1739.306;1;1.081;15.879;3.741;11.057;1743.714;1744.315;1737.981;1738.234;0;5.480;6.334;0.601;0.253;0;1;5.536;13.679;-1;0.404739;0;0;-0.65;Loss
2021.03.30;XAUUSDm;SELL;1704.724;1705.723;1705.903;1704.733;16.70993;0.00979640;-0.01631890;37.47;-0.016582;1.621730;0.064597;0.017057;0.00;0.01;0.06;false;5.500000;0.979640;102.078414;0.3747;0.010772;0.059246;0;2;3;0;0;1731.014;1732.835;1705.736;1711.932;0;19.082;27.099;1.821;6.196;1731.377;1732.549;1730.611;1730.999;0;0.378;1.938;1.172;0.388;1727.316;1736.683;1721.448;1732.329;1;5.013;15.235;4.354;5.868;1734.492;1745.401;1721.498;1727.293;0;7.199;23.903;10.909;5.795;1727.097;1738.364;1723.746;1734.483;1;7.386;14.618;3.881;3.351;1739.300;1742.509;1724.663;1727.082;0;12.218;17.846;3.209;2.419;1738.225;1743.047;1727.168;1739.306;1;1.081;15.879;3.741;11.057;0;2;7.480;16.645;-1;0.449347;1;1;3.98;Win
2021.03.31;XAUUSDm;SELL;1678.598;1678.390;1678.576;1677.291;18.35543;0.01093634;-0.01794830;31.04;-0.028313;1.958549;0.080630;0.001049;0.00;0.01;0.06;false;5.908602;1.093634;91.438344;0.3104;0.010133;0.059873;1;3;3;0;0;1711.938;1714.342;1678.392;1685.489;0;26.449;35.950;2.404;7.097;1731.014;1732.835;1705.736;1711.932;0;19.082;27.099;1.821;6.196;1731.377;1732.549;1730.611;1730.999;0;0.378;1.938;1.172;0.388;1727.316;1736.683;1721.448;1732.329;1;5.013;15.235;4.354;5.868;1734.492;1745.401;1721.498;1727.293;0;7.199;23.903;10.909;5.795;1727.097;1738.364;1723.746;1734.483;1;7.386;14.618;3.881;3.351;1739.300;1742.509;1724.663;1727.082;0;12.218;17.846;3.209;2.419;0;3;11.104;19.513;-3;0.569043;0;0;-0.84;Loss
2021.04.01;XAUUSDm;BUY;1716.425;1715.234;1715.015;1716.411;19.94614;0.01162882;-0.01673215;44.33;-0.009868;1.873996;0.051835;0.022508;0.00;0.01;0.06;false;5.374429;1.162882;85.993268;0.4433;0.010980;0.059009;1;4;4;1;0;1685.488;1715.214;1677.835;1707.403;1;21.915;37.379;7.811;7.653;1711.938;1714.342;1678.392;1685.489;0;26.449;35.950;2.404;7.097;1731.014;1732.835;1705.736;1711.932;0;19.082;27.099;1.821;6.196;1731.377;1732.549;1730.611;1730.999;0;0.378;1.938;1.172;0.388;1727.316;1736.683;1721.448;1732.329;1;5.013;15.235;4.354;5.868;1734.492;1745.401;1721.498;1727.293;0;7.199;23.903;10.909;5.795;1727.097;1738.364;1723.746;1734.483;1;7.386;14.618;3.881;3.351;1;0;12.489;22.303;-1;0.559960;1;1;4.76;Win
2021.04.05;XAUUSDm;SELL;1725.855;1726.901;1727.082;1725.867;17.35593;0.01005034;-0.01501762;48.06;0.008743;0.173370;0.019003;0.029111;0.00;0.01;0.06;false;5.712707;1.005034;99.499200;0.4806;0.010429;0.059576;1;1;4;0;0;1728.462;1729.917;1726.908;1728.011;0;0.451;3.009;1.455;1.103;1707.405;1730.545;1705.761;1729.750;1;22.345;24.784;0.795;1.644;1685.488;1715.214;1677.835;1707.403;1;21.915;37.379;7.811;7.653;1711.938;1714.342;1678.392;1685.489;0;26.449;35.950;2.404;7.097;1731.014;1732.835;1705.736;1711.932;0;19.082;27.099;1.821;6.196;1731.377;1732.549;1730.611;1730.999;0;0.378;1.938;1.172;0.388;1727.316;1736.683;1721.448;1732.329;1;5.013;15.235;4.354;5.868;0;1;13.662;20.771;-1;0.657751;1;1;4.18;Win
2021.04.06;XAUUSDm;BUY;1734.520;1733.503;1733.322;1734.507;16.93014;0.00976643;-0.01416548;50.29;0.028487;0.720963;0.015121;0.032810;0.00;0.01;0.06;false;5.546961;0.976643;102.391516;0.5029;0.010691;0.059303;0;2;4;1;0;1727.974;1733.491;1721.285;1729.367;1;1.393;12.206;4.124;6.689;1728.462;1729.917;1726.908;1728.011;0;0.451;3.009;1.455;1.103;1707.405;1730.545;1705.761;1729.750;1;22.345;24.784;0.795;1.644;1685.488;1715.214;1677.835;1707.403;1;21.915;37.379;7.811;7.653;1711.938;1714.342;1678.392;1685.489;0;26.449;35.950;2.404;7.097;1731.014;1732.835;1705.736;1711.932;0;19.082;27.099;1.821;6.196;1731.377;1732.549;1730.611;1730.999;0;0.378;1.938;1.172;0.388;1;0;13.145;20.338;-1;0.646318;1;1;4.06;Win
2021.04.08;XAUUSDm;BUY;1744.390;1743.336;1743.157;1744.380;17.47279;0.01002262;-0.01211584;53.26;0.007854;0.728275;0.006965;0.038265;0.00;0.01;0.06;false;5.832402;1.002262;99.774359;0.5326;0.010245;0.059750;1;4;4;1;0;1743.217;1743.332;1730.607;1736.836;0;6.381;12.725;0.115;6.229;1729.337;1745.434;1727.537;1743.252;1;13.915;17.897;2.182;1.800;1727.974;1733.491;1721.285;1729.367;1;1.393;12.206;4.124;6.689;1728.462;1729.917;1726.908;1728.011;0;0.451;3.009;1.455;1.103;1707.405;1730.545;1705.761;1729.750;1;22.345;24.784;0.795;1.644;1685.488;1715.214;1677.835;1707.403;1;21.915;37.379;7.811;7.653;1711.938;1714.342;1678.392;1685.489;0;26.449;35.950;2.404;7.097;0;1;13.264;20.564;1;0.645009;1;1;4.21;Win
2021.04.09;XAUUSDm;SELL;1732.033;1733.133;1733.313;1732.052;18.02036;0.01039757;-0.01127593;49.41;0.002963;1.415732;0.014721;0.032602;0.00;0.01;0.06;false;6.005556;1.039757;96.176396;0.4941;0.009989;0.059988;1;5;4;0;0;1736.806;1758.645;1733.133;1754.148;1;17.342;25.512;4.497;3.673;1743.217;1743.332;1730.607;1736.836;0;6.381;12.725;0.115;6.229;1729.337;1745.434;1727.537;1743.252;1;13.915;17.897;2.182;1.800;1727.974;1733.491;1721.285;1729.367;1;1.393;12.206;4.124;6.689;1728.462;1729.917;1726.908;1728.011;0;0.451;3.009;1.455;1.103;1707.405;1730.545;1705.761;1729.750;1;22.345;24.784;0.795;1.644;1685.488;1715.214;1677.835;1707.403;1;21.915;37.379;7.811;7.653;1;0;11.963;19.073;3;0.627225;1;1;4.39;Win
2021.04.12;XAUUSDm;BUY;1743.299;1743.480;1743.301;1744.518;17.37850;0.00996771;-0.00953141;52.61;0.000131;0.171764;0.008698;0.038345;0.00;0.01;0.06;false;5.798883;0.996771;100.323964;0.5261;0.010300;0.059729;0;1;4;1;0;1742.481;1743.475;1740.490;1741.591;0;0.890;2.985;0.994;1.101;1754.178;1757.281;1731.102;1743.842;0;10.336;26.179;3.103;12.740;1736.806;1758.645;1733.133;1754.148;1;17.342;25.512;4.497;3.673;1743.217;1743.332;1730.607;1736.836;0;6.381;12.725;0.115;6.229;1729.337;1745.434;1727.537;1743.252;1;13.915;17.897;2.182;1.800;1727.974;1733.491;1721.285;1729.367;1;1.393;12.206;4.124;6.689;1728.462;1729.917;1726.908;1728.011;0;0.451;3.009;1.455;1.103;0;2;7.244;14.359;-1;0.504492;0;0;-0.73;Loss
2021.04.13;XAUUSDm;SELL;1726.263;1727.325;1727.499;1726.271;17.54586;0.01015783;-0.00972745;47.00;-0.005477;1.003542;0.018133;0.029349;0.00;0.01;0.06;false;6.057471;1.015783;98.446316;0.4700;0.009917;0.060071;1;2;4;0;0;1741.557;1744.932;1727.324;1731.898;0;9.659;17.608;3.375;4.574;1742.481;1743.475;1740.490;1741.591;0;0.890;2.985;0.994;1.101;1754.178;1757.281;1731.102;1743.842;0;10.336;26.179;3.103;12.740;1736.806;1758.645;1733.133;1754.148;1;17.342;25.512;4.497;3.673;1743.217;1743.332;1730.607;1736.836;0;6.381;12.725;0.115;6.229;1729.337;1745.434;1727.537;1743.252;1;13.915;17.897;2.182;1.800;1727.974;1733.491;1721.285;1729.367;1;1.393;12.206;4.124;6.689;0;3;8.559;16.445;-1;0.520502;1;1;4.24;Win
2021.04.14;XAUUSDm;BUY;1748.675;1748.879;1748.686;1750.031;19.21379;0.01098634;-0.00830595;54.26;-0.003004;1.316086;0.005584;0.040623;0.00;0.01;0.06;false;5.968912;1.098634;91.022094;0.5426;0.010045;0.059957;1;3;4;1;0;1731.902;1748.878;1723.591;1746.581;1;14.679;25.287;2.297;8.311;1741.557;1744.932;1727.324;1731.898;0;9.659;17.608;3.375;4.574;1742.481;1743.475;1740.490;1741.591;0;0.890;2.985;0.994;1.101;1754.178;1757.281;1731.102;1743.842;0;10.336;26.179;3.103;12.740;1736.806;1758.645;1733.133;1754.148;1;17.342;25.512;4.497;3.673;1743.217;1743.332;1730.607;1736.836;0;6.381;12.725;0.115;6.229;1729.337;1745.434;1727.537;1743.252;1;13.915;17.897;2.182;1.800;1;0;10.457;18.313;-1;0.571030;0;0;-0.82;Loss
2021.04.15;XAUUSDm;BUY;1750.477;1749.380;1749.182;1750.476;18.48657;0.01056750;-0.00790384;54.16;0.003176;0.913853;0.005296;0.040897;0.00;0.01;0.06;false;5.535354;1.056750;94.629770;0.5416;0.010710;0.059286;1;4;4;1;0;1746.575;1749.367;1732.473;1736.625;0;9.950;16.894;2.792;4.152;1731.902;1748.878;1723.591;1746.581;1;14.679;25.287;2.297;8.311;1741.557;1744.932;1727.324;1731.898;0;9.659;17.608;3.375;4.574;1742.481;1743.475;1740.490;1741.591;0;0.890;2.985;0.994;1.101;1754.178;1757.281;1731.102;1743.842;0;10.336;26.179;3.103;12.740;1736.806;1758.645;1733.133;1754.148;1;17.342;25.512;4.497;3.673;1743.217;1743.332;1730.607;1736.836;0;6.381;12.725;0.115;6.229;0;1;9.891;18.170;-3;0.544359;1;1;4.38;Win
2021.04.16;XAUUSDm;BUY;1770.695;1769.598;1769.397;1770.687;18.43907;0.01041992;-0.00612774;59.60;0.016081;1.913545;-0.000010;0.051855;0.00;0.01;0.06;false;5.417910;1.041992;95.970017;0.5960;0.010901;0.059059;1;5;4;1;0;1736.595;1769.581;1734.297;1763.901;1;27.306;35.284;5.680;2.298;1746.575;1749.367;1732.473;1736.625;0;9.950;16.894;2.792;4.152;1731.902;1748.878;1723.591;1746.581;1;14.679;25.287;2.297;8.311;1741.557;1744.932;1727.324;1731.898;0;9.659;17.608;3.375;4.574;1742.481;1743.475;1740.490;1741.591;0;0.890;2.985;0.994;1.101;1754.178;1757.281;1731.102;1743.842;0;10.336;26.179;3.103;12.740;1736.806;1758.645;1733.133;1754.148;1;17.342;25.512;4.497;3.673;1;0;12.880;21.393;-1;0.602087;1;1;4.38;Win
2021.04.19;XAUUSDm;BUY;1779.031;1778.056;1777.893;1779.010;15.95250;0.00897188;-0.00330750;61.67;0.018021;0.206300;0.003224;0.056365;0.00;0.01;0.06;false;5.852761;0.897188;111.459395;0.6167;0.010218;0.059803;0;1;4;1;0;1775.640;1778.053;1774.762;1776.723;1;1.083;3.291;1.330;0.878;1763.870;1783.789;1759.729;1776.523;1;12.653;24.060;7.266;4.141;1736.595;1769.581;1734.297;1763.901;1;27.306;35.284;5.680;2.298;1746.575;1749.367;1732.473;1736.625;0;9.950;16.894;2.792;4.152;1731.902;1748.878;1723.591;1746.581;1;14.679;25.287;2.297;8.311;1741.557;1744.932;1727.324;1731.898;0;9.659;17.608;3.375;4.574;1742.481;1743.475;1740.490;1741.591;0;0.890;2.985;0.994;1.101;3;0;10.889;17.916;1;0.607771;1;1;3.89;Win
2021.04.20;XAUUSDm;SELL;1766.701;1766.522;1766.700;1765.481;17.41136;0.00985630;-0.00275235;57.14;0.017214;1.347454;0.013284;0.050203;0.00;0.01;0.06;false;5.848315;0.985630;101.458030;0.5714;0.010223;0.059789;0;2;4;0;0;1776.692;1789.987;1766.526;1772.112;0;4.580;23.461;13.295;5.586;1775.640;1778.053;1774.762;1776.723;1;1.083;3.291;1.330;0.878;1763.870;1783.789;1759.729;1776.523;1;12.653;24.060;7.266;4.141;1736.595;1769.581;1734.297;1763.901;1;27.306;35.284;5.680;2.298;1746.575;1749.367;1732.473;1736.625;0;9.950;16.894;2.792;4.152;1731.902;1748.878;1723.591;1746.581;1;14.679;25.287;2.297;8.311;1741.557;1744.932;1727.324;1731.898;0;9.659;17.608;3.375;4.574;0;1;11.416;20.841;1;0.547760;0;0;-0.72;Loss
2021.04.21;XAUUSDm;BUY;1781.430;1780.383;1780.188;1781.429;17.74093;0.00996467;-0.00136863;61.78;0.009344;0.947977;0.005394;0.057599;0.00;0.01;0.06;false;5.364103;0.996467;100.354555;0.6178;0.010992;0.058960;0;3;4;1;0;1772.115;1780.365;1763.547;1776.737;1;4.622;16.818;3.628;8.568;1776.692;1789.987;1766.526;1772.112;0;4.580;23.461;13.295;5.586;1775.640;1778.053;1774.762;1776.723;1;1.083;3.291;1.330;0.878;1763.870;1783.789;1759.729;1776.523;1;12.653;24.060;7.266;4.141;1736.595;1769.581;1734.297;1763.901;1;27.306;35.284;5.680;2.298;1746.575;1749.367;1732.473;1736.625;0;9.950;16.894;2.792;4.152;1731.902;1748.878;1723.591;1746.581;1;14.679;25.287;2.297;8.311;1;0;10.696;20.728;3;0.516027;1;1;4.18;Win
2021.04.22;XAUUSDm;BUY;1797.356;1797.553;1797.369;1798.627;17.97250;0.00999831;0.00046556;66.09;0.011838;1.173738;-0.000002;0.066601;0.00;0.01;0.06;false;5.836957;0.999831;100.016859;0.6609;0.010238;0.059758;0;4;4;1;0;1776.742;1797.549;1776.454;1793.570;1;16.828;21.095;3.979;0.288;1772.115;1780.365;1763.547;1776.737;1;4.622;16.818;3.628;8.568;1776.692;1789.987;1766.526;1772.112;0;4.580;23.461;13.295;5.586;1775.640;1778.053;1774.762;1776.723;1;1.083;3.291;1.330;0.878;1763.870;1783.789;1759.729;1776.523;1;12.653;24.060;7.266;4.141;1736.595;1769.581;1734.297;1763.901;1;27.306;35.284;5.680;2.298;1746.575;1749.367;1732.473;1736.625;0;9.950;16.894;2.792;4.152;2;0;11.003;20.129;3;0.546631;0;0;-0.80;Loss
2021.04.23;XAUUSDm;SELL;1776.208;1777.315;1777.517;1776.221;18.51964;0.01042002;0.00064853;58.17;0.000332;1.102829;0.011502;0.055971;0.00;0.01;0.06;false;5.415842;1.042002;95.969183;0.5817;0.010907;0.059072;1;5;4;0;0;1793.619;1797.756;1777.332;1783.136;0;10.483;20.424;4.137;5.804;1776.742;1797.549;1776.454;1793.570;1;16.828;21.095;3.979;0.288;1772.115;1780.365;1763.547;1776.737;1;4.622;16.818;3.628;8.568;1776.692;1789.987;1766.526;1772.112;0;4.580;23.461;13.295;5.586;1775.640;1778.053;1774.762;1776.723;1;1.083;3.291;1.330;0.878;1763.870;1783.789;1759.729;1776.523;1;12.653;24.060;7.266;4.141;1736.595;1769.581;1734.297;1763.901;1;27.306;35.284;5.680;2.298;0;1;11.079;20.633;3;0.536962;1;1;4.42;Win
2021.04.26;XAUUSDm;SELL;1772.836;1773.853;1774.029;1772.845;16.91650;0.00953660;0.00149557;56.70;-0.001624;0.125321;0.013476;0.054129;0.00;0.01;0.06;false;5.727273;0.953660;104.859339;0.5670;0.010404;0.059587;0;1;4;0;0;1775.596;1775.980;1773.860;1774.789;0;0.807;2.120;0.384;0.929;1783.126;1795.879;1769.799;1777.023;0;6.103;26.080;12.753;7.224;1793.619;1797.756;1777.332;1783.136;0;10.483;20.424;4.137;5.804;1776.742;1797.549;1776.454;1793.570;1;16.828;21.095;3.979;0.288;1772.115;1780.365;1763.547;1776.737;1;4.622;16.818;3.628;8.568;1776.692;1789.987;1766.526;1772.112;0;4.580;23.461;13.295;5.586;1775.640;1778.053;1774.762;1776.723;1;1.083;3.291;1.330;0.878;0;3;6.358;16.184;-1;0.392854;1;1;4.06;Win
2021.04.27;XAUUSDm;BUY;1783.261;1783.443;1783.262;1784.504;17.74414;0.00994937;0.00229501;59.91;-0.005646;0.842362;0.008025;0.059216;0.00;0.01;0.06;false;5.861878;0.994937;100.508828;0.5991;0.010201;0.059794;0;2;4;1;0;1774.803;1783.439;1768.492;1780.040;1;5.237;14.947;3.399;6.311;1775.596;1775.980;1773.860;1774.789;0;0.807;2.120;0.384;0.929;1783.126;1795.879;1769.799;1777.023;0;6.103;26.080;12.753;7.224;1793.619;1797.756;1777.332;1783.136;0;10.483;20.424;4.137;5.804;1776.742;1797.549;1776.454;1793.570;1;16.828;21.095;3.979;0.288;1772.115;1780.365;1763.547;1776.737;1;4.622;16.818;3.628;8.568;1776.692;1789.987;1766.526;1772.112;0;4.580;23.461;13.295;5.586;1;0;6.951;17.849;-1;0.389451;0;0;-0.74;Loss
2021.04.28;XAUUSDm;SELL;1772.649;1773.676;1773.865;1772.652;17.33086;0.00977116;0.00227929;55.86;-0.005306;0.682136;0.013577;0.054034;0.00;0.01;0.06;false;5.417989;0.977116;102.342082;0.5586;0.010905;0.059085;0;3;4;0;0;1780.046;1785.514;1773.692;1775.436;0;4.610;11.822;5.468;1.744;1774.803;1783.439;1768.492;1780.040;1;5.237;14.947;3.399;6.311;1775.596;1775.980;1773.860;1774.789;0;0.807;2.120;0.384;0.929;1783.126;1795.879;1769.799;1777.023;0;6.103;26.080;12.753;7.224;1793.619;1797.756;1777.332;1783.136;0;10.483;20.424;4.137;5.804;1776.742;1797.549;1776.454;1793.570;1;16.828;21.095;3.979;0.288;1772.115;1780.365;1763.547;1776.737;1;4.622;16.818;3.628;8.568;0;1;6.956;16.187;-1;0.429721;1;1;4.10;Win
2021.04.29;XAUUSDm;BUY;1784.941;1783.910;1783.734;1784.929;17.05871;0.00956254;0.00308168;59.58;0.003876;1.257246;0.007762;0.059462;0.00;0.01;0.06;false;5.789773;0.956254;104.574704;0.5958;0.010317;0.059735;0;4;4;1;0;1775.430;1783.905;1762.458;1783.818;1;8.388;21.447;0.087;12.972;1780.046;1785.514;1773.692;1775.436;0;4.610;11.822;5.468;1.744;1774.803;1783.439;1768.492;1780.040;1;5.237;14.947;3.399;6.311;1775.596;1775.980;1773.860;1774.789;0;0.807;2.120;0.384;0.929;1783.126;1795.879;1769.799;1777.023;0;6.103;26.080;12.753;7.224;1793.619;1797.756;1777.332;1783.136;0;10.483;20.424;4.137;5.804;1776.742;1797.549;1776.454;1793.570;1;16.828;21.095;3.979;0.288;1;0;7.494;16.848;-1;0.444787;1;1;4.11;Win
